AREA	DISTRICT	PROPTYPE	ASKPRICE	SELPRICE	BEDS	PUBROOMS	GARAGE	GARDEN	perRoom	increase
;AREA	East Lothian	West Lothian	Midlothian	Edinburgh City Centre	Edinburgh South	Edinburgh South West	Edinburgh West	Edinburgh North West	Edinburgh North	Edinburgh East
Edinburgh West	DALRY	FT	62000.00	78000.00	2	1	N	N	26000.00	25.80
Edinburgh West	DALRY	FG	46000.00	46000.00	1	1	N	N	23000.00	0.00
Edinburgh West	DALRY	FT	43750.00	43750.00	1	1	N	N	21875.00	0.00
Edinburgh West	DALRY	F2	43000.00	48000.00	1	1	N	N	24000.00	11.62
Edinburgh West	DALRY	FM	59995.00	59995.00	2	1	N	N	19998.33	0.00
Edinburgh West	DALRY	FT	45000.00	60800.00	1	1	N	N	30400.00	35.11
Edinburgh West	DALRY	FT	67500.00	67500.00	1	1	N	N	33750.00	0.00
Edinburgh West	DALRY	F1	55000.00	67550.00	1	2	N	N	22516.67	22.81
Edinburgh West	DALRY	FM	30000.00	28500.00	0	1	N	N	28500.00	-5.00
Edinburgh West	DALRY	F3	75000.00	75000.00	2	1	N	N	25000.00	0.00
Edinburgh West	DALRY	F1	79000.00	91000.00	2	1	N	N	30333.33	15.18
Edinburgh West	DALRY	F1	69000.00	86558.00	2	1	N	N	28852.67	25.44
Edinburgh West	DALRY	FG	38000.00	47777.00	1	1	N	N	23888.50	25.72
Edinburgh West	DALRY	F3	59950.00	68000.00	2	1	N	N	22666.67	13.42
Edinburgh West	DALRY	F2	59950.00	76000.00	2	1	N	N	25333.33	26.77
Edinburgh West	DALRY	FT	77000.00	90063.00	2	1	N	Y	30021.00	16.96
Edinburgh West	DALRY	F1	75000.00	89555.00	2	2	N	N	22388.75	19.40
Edinburgh West	DALRY	FG	68000.00	64000.00	2	1	N	Y	21333.33	-5.88
Edinburgh West	DALRY	F3	52500.00	65032.00	1	1	N	Y	32516.00	23.87
Edinburgh West	GORGIE	F1	44000.00	58570.00	1	1	N	N	29285.00	33.11
Edinburgh West	GORGIE	F1	43000.00	43000.00	1	1	N	N	21500.00	0.00
Edinburgh West	GORGIE	F1	43500.00	46500.00	1	1	N	Y	23250.00	6.89
Edinburgh West	GORGIE	FG	49000.00	51000.00	2	1	N	N	17000.00	4.08
Edinburgh West	GORGIE	F1	41500.00	43500.00	1	1	N	N	21750.00	4.81
Edinburgh West	GORGIE	F2	42500.00	42500.00	1	1	N	N	21250.00	0.00
Edinburgh West	GORGIE	F2	42000.00	46000.00	1	1	N	N	23000.00	9.52
Edinburgh West	GORGIE	F1	44000.00	55377.00	1	1	N	N	27688.50	25.85
Edinburgh West	GORGIE	FG	42000.00	43647.00	1	1	N	N	21823.50	3.92
Edinburgh West	GORGIE	FT	44000.00	52100.00	1	1	N	N	26050.00	18.40
Edinburgh West	GORGIE	FG	42000.00	45500.00	1	1	N	Y	22750.00	8.33
Edinburgh West	GORGIE	F2	42995.00	42995.00	1	1	N	N	21497.50	0.00
Edinburgh West	GORGIE	F1	46000.00	54120.00	1	1	N	N	27060.00	17.65
Edinburgh West	GORGIE	F1	53000.00	60000.00	2	1	N	N	20000.00	13.20
Edinburgh West	GORGIE	FT	38995.00	39195.00	1	1	N	N	19597.50	0.51
Edinburgh West	GORGIE	F1	59950.00	68000.00	2	1	N	N	22666.67	13.42
Edinburgh West	GORGIE	F3	45000.00	45000.00	1	1	N	N	22500.00	0.00
Edinburgh West	GORGIE	F2	39995.00	39995.00	1	1	N	N	19997.50	0.00
Edinburgh West	GORGIE	F1	44950.00	48000.00	1	1	N	N	24000.00	6.78
Edinburgh West	GORGIE	F2	34950.00	34950.00	0	1	N	N	34950.00	0.00
Edinburgh West	GORGIE	F1	42000.00	42000.00	1	1	N	N	21000.00	0.00
Edinburgh West	GORGIE	FT	43500.00	48500.00	1	1	N	N	24250.00	11.49
Edinburgh West	GORGIE	FT	44950.00	44950.00	1	1	N	N	22475.00	0.00
Edinburgh West	GORGIE	FT	45000.00	49000.00	1	1	N	N	24500.00	8.88
Edinburgh West	GORGIE	FT	42000.00	47000.00	1	1	N	Y	23500.00	11.90
Edinburgh West	GORGIE	F1	45000.00	54750.00	1	1	N	Y	27375.00	21.66
Edinburgh West	GORGIE	F1	54000.00	62100.00	2	1	N	N	20700.00	15.00
Edinburgh West	GORGIE	F1	41000.00	45500.00	1	1	N	N	22750.00	10.97
Edinburgh West	GORGIE	F3	45000.00	54500.00	1	1	N	N	27250.00	21.11
Edinburgh West	GORGIE	F1	47500.00	47500.00	1	1	N	N	23750.00	0.00
Edinburgh West	GORGIE	F1	39950.00	39950.00	1	2	N	N	13316.67	0.00
Edinburgh West	GORGIE	FG	39000.00	40500.00	1	1	N	N	20250.00	3.84
Edinburgh West	GORGIE	FT	44000.00	44000.00	1	1	N	N	22000.00	0.00
Edinburgh West	GORGIE	FO	44250.00	44250.00	1	1	N	N	22125.00	0.00
Edinburgh West	GORGIE	F1	39000.00	42500.00	1	1	N	Y	21250.00	8.97
Edinburgh West	GORGIE	F1	41000.00	41000.00	1	1	N	N	20500.00	0.00
Edinburgh West	GORGIE	FG	33000.00	35150.00	1	1	N	N	17575.00	6.51
Edinburgh West	GORGIE	F2	38000.00	45500.00	1	1	N	N	22750.00	19.73
Edinburgh West	GORGIE	F2	37000.00	37000.00	1	1	N	N	18500.00	0.00
Edinburgh West	GORGIE	F2	38000.00	42000.00	1	1	N	Y	21000.00	10.52
Edinburgh West	GORGIE	F1	48000.00	48000.00	1	1	N	N	24000.00	0.00
Edinburgh West	GORGIE	F1	41500.00	41500.00	1	1	N	N	20750.00	0.00
Edinburgh West	GORGIE	F1	43500.00	48784.00	1	1	N	N	24392.00	12.14
Edinburgh West	GORGIE	FT	40000.00	51000.00	1	1	N	N	25500.00	27.50
Edinburgh West	GORGIE	F2	42950.00	50503.00	1	1	N	N	25251.50	17.58
Edinburgh West	GORGIE	FT	39950.00	39950.00	1	1	N	N	19975.00	0.00
Edinburgh West	GORGIE	FT	37500.00	39000.00	1	1	N	Y	19500.00	4.00
Edinburgh West	GORGIE	FM	45500.00	43500.00	1	1	N	Y	21750.00	-4.39
Edinburgh West	GORGIE	F1	42000.00	45550.00	1	1	N	N	22775.00	8.45
Edinburgh West	GORGIE	FT	43000.00	43000.00	1	1	N	N	21500.00	0.00
Edinburgh West	GORGIE	FT	56000.00	70262.00	2	1	N	N	23420.67	25.46
Edinburgh West	GORGIE	F1	42500.00	53000.00	2	1	N	Y	17666.67	24.70
Edinburgh West	GORGIE	FT	44500.00	50500.00	1	1	N	Y	25250.00	13.48
Edinburgh West	GORGIE	F2	41500.00	45150.00	1	1	N	N	22575.00	8.79
Edinburgh West	GORGIE	FG	44950.00	44500.00	1	1	N	Y	22250.00	-1.00
Edinburgh West	GORGIE	F2	42500.00	50150.00	1	1	N	N	25075.00	18.00
Edinburgh West	GORGIE	FG	59950.00	59000.00	2	1	N	N	19666.67	-1.58
Edinburgh West	GORGIE	F1	42000.00	45000.00	1	1	N	Y	22500.00	7.14
Edinburgh West	GORGIE	FG	40000.00	41000.00	1	1	N	N	20500.00	2.50
Edinburgh West	GORGIE	F2	52500.00	55000.00	2	1	N	Y	18333.33	4.76
Edinburgh West	GORGIE	FT	40000.00	45000.00	1	1	N	Y	22500.00	12.50
Edinburgh West	GORGIE	FT	65000.00	65000.00	2	1	N	N	21666.67	0.00
Edinburgh West	GORGIE	FG	62000.00	65000.00	1	1	N	N	32500.00	4.83
Edinburgh West	GORGIE	F1	47500.00	48500.00	1	1	N	N	24250.00	2.10
Edinburgh West	GORGIE	F1	46950.00	49500.00	1	1	N	N	24750.00	5.43
Edinburgh West	LONGSTONE	FU	43000.00	43000.00	1	1	N	Y	21500.00	0.00
Edinburgh West	LONGSTONE	VT	75000.00	90000.00	3	1	N	Y	22500.00	20.00
Edinburgh West	LONGSTONE	FU	26500.00	33723.00	1	1	N	N	16861.50	27.25
Edinburgh West	LONGSTONE	VS	62000.00	70000.00	2	1	Y	Y	23333.33	12.90
Edinburgh West	LONGSTONE	F1	38000.00	38000.00	2	1	N	N	12666.67	0.00
Edinburgh West	LONGSTONE	F2	39500.00	39500.00	2	1	N	N	13166.67	0.00
Edinburgh West	LONGSTONE	VS	65000.00	70000.00	2	1	N	Y	23333.33	7.69
Edinburgh West	LONGSTONE	F4	46000.00	48000.00	2	1	N	N	16000.00	4.34
Edinburgh West	LONGSTONE	VT	49000.00	51000.00	4	1	N	Y	10200.00	4.08
Edinburgh West	MURRAYBURN	BT	24995.00	24995.00	1	1	N	Y	12497.50	0.00
Edinburgh West	PARKHEAD	F1	41000.00	45000.00	2	1	N	Y	15000.00	9.75
Edinburgh West	PARKHEAD	FU	45000.00	48000.00	2	1	N	Y	16000.00	6.66
Edinburgh West	PARKHEAD	FU	48000.00	48000.00	2	1	N	Y	16000.00	0.00
Edinburgh West	PARKHEAD	FU	63500.00	65000.00	3	2	Y	Y	13000.00	2.36
Edinburgh West	PARKHEAD	FG	39500.00	42000.00	2	1	N	Y	14000.00	6.32
Edinburgh West	PARKHEAD	F2	38000.00	41000.00	2	1	N	Y	13666.67	7.89
Edinburgh West	PARKHEAD	FU	55000.00	55000.00	1	2	N	Y	18333.33	0.00
Edinburgh West	PARKHEAD	FL	65000.00	70000.00	3	1	N	Y	17500.00	7.69
Edinburgh West	PARKHEAD	FL	52500.00	63720.00	2	1	N	Y	21240.00	21.37
Edinburgh West	PARKHEAD	FG	43000.00	53000.00	2	1	N	Y	17666.67	23.25
Edinburgh West	REDHALL	FU	52000.00	63050.00	3	1	N	N	15762.50	21.25
Edinburgh West	REDHALL	VT	72000.00	79000.00	3	1	N	Y	19750.00	9.72
Edinburgh West	REDHALL	F1	46000.00	50000.00	2	1	N	N	16666.67	8.69
Edinburgh West	ROSEBURN	FG	59500.00	64000.00	1	1	N	Y	32000.00	7.56
Edinburgh West	ROSEBURN	F1	135000.00	165500.00	3	1	N	N	41375.00	22.59
Edinburgh West	ROSEBURN	R	65000.00	65000.00	1	1	N	N	32500.00	0.00
Edinburgh West	ROSEBURN	FT	79000.00	89000.00	3	1	N	N	22250.00	12.65
Edinburgh West	ROSEBURN	R	118000.00	122000.00	2	1	N	Y	40666.67	3.38
Edinburgh West	ROSEBURN	F5	118000.00	122000.00	2	1	N	Y	40666.67	3.38
Edinburgh West	ROSEBURN	FT	54000.00	62000.00	1	1	N	N	31000.00	14.81
Edinburgh West	ROSEBURN	FT	67500.00	83050.00	1	2	N	N	27683.33	23.03
Edinburgh West	ROSEBURN	FG	64500.00	64500.00	1	1	N	Y	32250.00	0.00
Edinburgh West	ROSEBURN	F2	53000.00	64000.00	2	1	N	N	21333.33	20.75
Edinburgh West	ROSEBURN	VS	195000.00	253000.00	4	2	Y	Y	42166.67	29.74
Edinburgh West	ROSEBURN	F3	75000.00	95357.00	1	1	N	Y	47678.50	27.14
Edinburgh West	SAUGHTON	FT	39500.00	39500.00	2	1	N	N	13166.67	0.00
Edinburgh West	SAUGHTON	F1	37950.00	37950.00	2	1	N	N	12650.00	0.00
Edinburgh West	SAUGHTON	F3	37500.00	37000.00	2	1	N	N	12333.33	-1.33
Edinburgh West	SAUGHTON	FT	37000.00	37000.00	2	1	N	N	12333.33	0.00
Edinburgh West	SAUGHTON	FG	34000.00	34000.00	1	1	N	N	17000.00	0.00
Edinburgh West	SAUGHTONHALL	FL	53000.00	57000.00	2	1	N	Y	19000.00	7.54
Edinburgh West	SAUGHTONHALL	FL	56000.00	56000.00	2	1	N	Y	18666.67	0.00
Edinburgh West	SAUGHTONHALL	FG	56000.00	62000.00	2	1	N	Y	20666.67	10.71
Edinburgh West	SAUGHTONHALL	FU	65000.00	62000.00	2	1	N	Y	20666.67	-4.61
Edinburgh West	SIGHTHILL	FG	28950.00	28950.00	2	1	N	N	9650.00	0.00
Edinburgh West	SIGHTHILL	F2	29500.00	30000.00	3	1	N	N	7500.00	1.69
Edinburgh West	SIGHTHILL	FU	18500.00	22500.00	1	1	N	N	11250.00	21.62
Edinburgh West	SIGHTHILL	F1	36000.00	36000.00	3	1	N	N	9000.00	0.00
Edinburgh West	SIGHTHILL	F2	32000.00	31000.00	2	1	N	N	10333.33	-3.12
Edinburgh West	SIGHTHILL	FM	36995.00	36995.00	2	1	N	N	12331.67	0.00
Edinburgh West	SIGHTHILL	FG	35950.00	34500.00	1	1	N	N	17250.00	-4.03
Edinburgh West	SIGHTHILL	F3	36000.00	35000.00	2	1	N	N	11666.67	-2.77
Edinburgh West	SIGHTHILL	FU	59500.00	60000.00	3	1	N	Y	15000.00	0.84
Edinburgh West	SIGHTHILL	FU	42000.00	45000.00	2	1	N	Y	15000.00	7.14
Edinburgh West	SIGHTHILL	FU	38000.00	38000.00	2	1	N	Y	12666.67	0.00
Edinburgh West	SIGHTHILL	FL	55000.00	62000.00	3	1	N	Y	15500.00	12.72
Edinburgh West	SIGHTHILL	FL	50000.00	55000.00	2	1	N	Y	18333.33	10.00
Edinburgh West	SIGHTHILL	FU	55000.00	60100.00	3	1	N	Y	15025.00	9.27
Edinburgh West	SIGHTHILL	FU	55000.00	55000.00	3	1	N	Y	13750.00	0.00
Edinburgh West	SIGHTHILL	F1	43500.00	42750.00	2	1	N	Y	14250.00	-1.72
Edinburgh West	SIGHTHILL	FU	39000.00	39000.00	2	1	N	Y	13000.00	0.00
Edinburgh West	SIGHTHILL	FG	39000.00	39000.00	1	1	N	N	19500.00	0.00
Edinburgh West	SIGHTHILL	FL	54000.00	59500.00	2	1	N	Y	19833.33	10.18
Edinburgh West	SIGHTHILL	FL	43500.00	43500.00	2	1	N	Y	14500.00	0.00
Edinburgh West	SLATEFORD	F2	42000.00	57750.00	1	1	N	Y	28875.00	37.50
Edinburgh West	SLATEFORD	FT	71950.00	71950.00	2	1	N	N	23983.33	0.00
Edinburgh West	SLATEFORD	FL	60000.00	71225.00	1	1	N	Y	35612.50	18.70
Edinburgh West	SLATEFORD	FT	65000.00	80550.00	1	1	N	N	40275.00	23.92
Edinburgh West	SLATEFORD	FG	42000.00	42000.00	1	1	N	Y	21000.00	0.00
Edinburgh West	SLATEFORD	FM	77500.00	77500.00	2	1	N	N	25833.33	0.00
Edinburgh West	SLATEFORD	F2	79995.00	88500.00	3	1	N	N	22125.00	10.63
Edinburgh West	SLATEFORD	FG	39000.00	45000.00	1	1	N	N	22500.00	15.38
Edinburgh West	SLATEFORD	FT	71000.00	71000.00	2	1	N	Y	23666.67	0.00
Edinburgh West	SLATEFORD	F2	41500.00	46500.00	1	1	N	N	23250.00	12.04
Edinburgh West	SLATEFORD	FG	85000.00	85000.00	3	1	N	N	21250.00	0.00
Edinburgh West	SLATEFORD	FG	63000.00	71000.00	2	1	N	Y	23666.67	12.69
Edinburgh West	SLATEFORD	F2	57500.00	63000.00	1	1	N	N	31500.00	9.56
Edinburgh West	SLATEFORD	F2	49500.00	56728.00	1	1	N	Y	28364.00	14.60
Edinburgh West	SLATEFORD	FT	49750.00	54000.00	1	1	N	Y	27000.00	8.54
Edinburgh West	SLATEFORD	F1	112000.00	136000.00	4	2	N	Y	22666.67	21.42
Edinburgh West	SLATEFORD	F1	77500.00	80000.00	2	1	N	N	26666.67	3.22
Edinburgh West	SLATEFORD	FG	95000.00	95000.00	3	1	Y	N	23750.00	0.00
Edinburgh West	SLATEFORD	FT	95000.00	97500.00	1	1	N	N	48750.00	2.63
Edinburgh West	SLATEFORD	F2	67000.00	66000.00	1	1	N	N	33000.00	-1.49
Edinburgh West	SLATEFORD	F4	87000.00	87000.00	2	1	N	N	29000.00	0.00
Edinburgh West	SLATEFORD	FT	93000.00	98500.00	2	1	N	N	32833.33	5.91
Edinburgh West	SLATEFORD	F1	93000.00	98000.00	2	1	N	N	32666.67	5.37
Edinburgh West	SLATEFORD	FG	49000.00	56250.00	2	1	N	Y	18750.00	14.79
Edinburgh West	SLATEFORD	FO	45000.00	48500.00	1	1	N	Y	24250.00	7.77
Edinburgh West	SLATEFORD	FO	40000.00	42000.00	1	1	N	N	21000.00	5.00
Edinburgh West	SLATEFORD	F1	43000.00	51000.00	1	1	N	N	25500.00	18.60
Edinburgh West	SLATEFORD	FT	38000.00	49012.00	1	1	N	N	24506.00	28.97
Edinburgh West	SLATEFORD	F1	43500.00	55000.00	1	1	N	N	27500.00	26.43
Edinburgh West	SLATEFORD	FT	43500.00	52159.00	1	1	N	N	26079.50	19.90
Edinburgh West	SLATEFORD	FT	51750.00	67751.00	2	1	N	Y	22583.67	30.91
Edinburgh West	SLATEFORD	FG	50500.00	61077.00	2	1	N	Y	20359.00	20.94
Edinburgh West	SLATEFORD	FL	49000.00	58000.00	2	1	N	Y	19333.33	18.36
Edinburgh West	SLATEFORD	FG	61500.00	60000.00	2	1	N	Y	20000.00	-2.43
Edinburgh West	SLATEFORD	FG	47000.00	47000.00	1	1	N	Y	23500.00	0.00
Edinburgh West	SLATEFORD	FT	46000.00	52510.00	1	1	N	N	26255.00	14.15
Edinburgh West	SLATEFORD	FT	49500.00	58000.00	2	1	N	N	19333.33	17.17
Edinburgh West	STENHOUSE	FL	49000.00	53500.00	2	1	N	Y	17833.33	9.18
Edinburgh West	STENHOUSE	FU	57500.00	65000.00	2	1	Y	Y	21666.67	13.04
Edinburgh West	STENHOUSE	F1	42000.00	40050.00	2	1	N	Y	13350.00	-4.64
Edinburgh West	STENHOUSE	F1	48000.00	54045.00	2	1	N	Y	18015.00	12.59
Edinburgh West	STENHOUSE	F2	43500.00	48000.00	2	1	N	Y	16000.00	10.34
Edinburgh West	STENHOUSE	FL	51000.00	58000.00	2	1	N	Y	19333.33	13.72
Edinburgh West	STENHOUSE	FU	51000.00	55000.00	2	1	N	Y	18333.33	7.84
Edinburgh West	STENHOUSE	FU	47500.00	59500.00	2	1	N	Y	19833.33	25.26
Edinburgh West	STENHOUSE	FL	41000.00	47500.00	2	1	N	Y	15833.33	15.85
Edinburgh West	STENHOUSE	FG	49000.00	55750.00	2	1	N	Y	18583.33	13.77
Edinburgh West	STENHOUSE	FL	54000.00	54000.00	2	1	N	Y	18000.00	0.00
Edinburgh West	STENHOUSE	FU	48000.00	53000.00	2	1	N	Y	17666.67	10.41
Edinburgh West	STENHOUSE	FL	54000.00	58850.00	2	1	N	Y	19616.67	8.98
Edinburgh West	STENHOUSE	FL	45000.00	54000.00	2	1	N	Y	18000.00	20.00
Edinburgh West	STENHOUSE	FL	57000.00	63500.00	2	1	N	Y	21166.67	11.40
Edinburgh West	STENHOUSE	FU	52000.00	52624.00	2	1	N	Y	17541.33	1.20
Edinburgh West	STENHOUSE	F1	37995.00	37000.00	2	1	N	Y	12333.33	-2.61
Edinburgh West	STENHOUSE	F2	39995.00	39995.00	2	1	N	Y	13331.67	0.00
Edinburgh West	STENHOUSE	VS	77000.00	92173.00	3	2	N	Y	18434.60	19.70
Edinburgh West	WESTBURN	FT	34500.00	35500.00	1	1	N	N	17750.00	2.89
Edinburgh West	WESTER HAILES	F1	29950.00	29950.00	2	1	N	N	9983.33	0.00
Edinburgh West	WESTER HAILES	F1	19000.00	14000.00	3	1	N	N	3500.00	-26.31
Edinburgh West	WESTER HAILES	FT	32000.00	32000.00	3	1	N	N	8000.00	0.00
Edinburgh West	WESTER HAILES	FU	39000.00	38000.00	1	1	N	Y	19000.00	-2.56
Edinburgh West	WESTER HAILES	BS	59000.00	62500.00	2	1	N	Y	20833.33	5.93
Edinburgh West	WESTFIELD	F2	42000.00	42000.00	1	1	N	N	21000.00	0.00
Midlothian	AUCHENDINNY	FG	39000.00	50376.00	1	1	N	Y	25188.00	29.16
Midlothian	AUCHENDINNY	FM	32500.00	35000.00	1	1	N	Y	17500.00	7.69
Midlothian	AUCHENDINNY	FU	39500.00	45322.00	1	1	N	N	22661.00	14.73
Midlothian	AUCHENDINNY	FU	36000.00	42500.00	1	1	N	Y	21250.00	18.05
Midlothian	BONNYRIGG	VT	54000.00	64500.00	3	1	N	Y	16125.00	19.44
Midlothian	BONNYRIGG	FU	47000.00	52000.00	2	1	N	Y	17333.33	10.63
Midlothian	BONNYRIGG	FU	37000.00	46760.00	2	1	N	Y	15586.67	26.37
Midlothian	BONNYRIGG	BS	92000.00	105000.00	2	1	Y	Y	35000.00	14.13
Midlothian	BONNYRIGG	VS	57000.00	71500.00	3	1	N	Y	17875.00	25.43
Midlothian	BONNYRIGG	BS	86900.00	95500.00	2	1	Y	Y	31833.33	9.89
Midlothian	BONNYRIGG	VD	98000.00	110077.00	3	1	Y	Y	27519.25	12.32
Midlothian	BONNYRIGG	BD	120000.00	140050.00	3	2	Y	Y	28010.00	16.70
Midlothian	BONNYRIGG	CT	59950.00	63050.00	2	1	N	Y	21016.67	5.17
Midlothian	BONNYRIGG	FM	45000.00	45000.00	1	1	N	Y	22500.00	0.00
Midlothian	BONNYRIGG	FL	46000.00	50597.00	2	1	N	Y	16865.67	9.99
Midlothian	BONNYRIGG	VT	46500.00	55122.00	2	1	Y	Y	18374.00	18.54
Midlothian	BONNYRIGG	VT	48000.00	51500.00	2	1	N	N	17166.67	7.29
Midlothian	BONNYRIGG	VT	59500.00	65000.00	3	2	N	Y	13000.00	9.24
Midlothian	BONNYRIGG	VT	52000.00	59500.00	2	1	N	Y	19833.33	14.42
Midlothian	BONNYRIGG	FU	48000.00	52500.00	1	1	N	N	26250.00	9.37
Midlothian	BONNYRIGG	FM	40000.00	40000.00	1	1	N	Y	20000.00	0.00
Midlothian	BONNYRIGG	BS	78000.00	98501.00	2	1	N	Y	32833.67	26.28
Midlothian	BONNYRIGG	FG	47000.00	48500.00	2	1	N	Y	16166.67	3.19
Midlothian	BONNYRIGG	VS	69000.00	83520.00	3	1	Y	Y	20880.00	21.04
Midlothian	BONNYRIGG	VS	65500.00	77555.00	3	1	N	Y	19388.75	18.40
Midlothian	BONNYRIGG	VD	118000.00	127000.00	4	2	Y	Y	21166.67	7.62
Midlothian	BONNYRIGG	VD	116000.00	116000.00	3	1	Y	Y	29000.00	0.00
Midlothian	BONNYRIGG	VD	115000.00	115000.00	3	1	Y	Y	28750.00	0.00
Midlothian	BONNYRIGG	VT	79995.00	85000.00	3	1	N	Y	21250.00	6.25
Midlothian	BONNYRIGG	FU	48500.00	49500.00	2	1	N	Y	16500.00	2.06
Midlothian	BONNYRIGG	CT	65000.00	88188.00	2	1	N	Y	29396.00	35.67
Midlothian	BONNYRIGG	CT	62950.00	66000.00	2	1	N	Y	22000.00	4.84
Midlothian	BONNYRIGG	VD	110000.00	125000.00	3	2	Y	Y	25000.00	13.63
Midlothian	BONNYRIGG	VS	62000.00	74230.00	2	1	N	Y	24743.33	19.72
Midlothian	BONNYRIGG	VD	102500.00	102500.00	4	2	N	Y	17083.33	0.00
Midlothian	BONNYRIGG	FL	54000.00	54000.00	2	1	N	Y	18000.00	0.00
Midlothian	BONNYRIGG	VD	95000.00	100000.00	3	1	N	Y	25000.00	5.26
Midlothian	BONNYRIGG	FL	56000.00	62100.00	2	1	N	Y	20700.00	10.89
Midlothian	BONNYRIGG	VS	85000.00	100121.00	3	1	N	Y	25030.25	17.78
Midlothian	BONNYRIGG	VS	82000.00	91312.00	3	2	Y	Y	18262.40	11.35
Midlothian	BONNYRIGG	VD	114000.00	114000.00	3	2	N	Y	22800.00	0.00
Midlothian	BONNYRIGG	BD	65000.00	65000.00	2	1	N	Y	21666.67	0.00
Midlothian	BONNYRIGG	VD	106000.00	109500.00	3	1	Y	Y	27375.00	3.30
Midlothian	BONNYRIGG	VD	99750.00	99750.00	3	1	Y	Y	24937.50	0.00
Midlothian	COUSLAND	BD	88000.00	101000.00	3	1	Y	Y	25250.00	14.77
Midlothian	DALKEITH	FO	45000.00	43000.00	2	1	N	N	14333.33	-4.44
Midlothian	DALKEITH	FG	105000.00	148257.00	2	2	Y	Y	37064.25	41.19
Midlothian	DALKEITH	F1	52000.00	54000.00	2	2	N	Y	13500.00	3.84
Midlothian	DALKEITH	FL	23900.00	24500.00	1	1	N	N	12250.00	2.51
Midlothian	DALKEITH	FU	79000.00	90750.00	3	2	N	N	18150.00	14.87
Midlothian	DALKEITH	FU	46750.00	46750.00	4	1	N	Y	9350.00	0.00
Midlothian	DALKEITH	VS	65000.00	67000.00	3	1	N	Y	16750.00	3.07
Midlothian	DALKEITH	FU	65000.00	74000.00	3	2	N	N	14800.00	13.84
Midlothian	DALKEITH	CT	69000.00	76015.00	2	2	N	Y	19003.75	10.16
Midlothian	DALKEITH	VS	64000.00	73135.00	4	1	Y	Y	14627.00	14.27
Midlothian	DALKEITH	VT	52000.00	59595.00	2	1	N	Y	19865.00	14.60
Midlothian	DALKEITH	VT	46000.00	45000.00	2	1	N	Y	15000.00	-2.17
Midlothian	DALKEITH	F2	54000.00	56000.00	2	1	N	Y	18666.67	3.70
Midlothian	DALKEITH	FL	84000.00	106752.00	2	1	N	Y	35584.00	27.08
Midlothian	DALKEITH	FG	70000.00	94574.00	3	2	N	Y	18914.80	35.10
Midlothian	DALKEITH	CT	65000.00	69000.00	2	1	Y	Y	23000.00	6.15
Midlothian	DALKEITH	FU	34950.00	34950.00	2	1	N	Y	11650.00	0.00
Midlothian	DALKEITH	VS	65000.00	73012.00	2	1	Y	Y	24337.33	12.32
Midlothian	DALKEITH	VT	42000.00	47195.00	1	1	N	Y	23597.50	12.36
Midlothian	DALKEITH	VT	39000.00	39000.00	2	1	N	Y	13000.00	0.00
Midlothian	DANDERHALL	FU	39950.00	39950.00	3	1	N	Y	9987.50	0.00
Midlothian	DANDERHALL	VT	55000.00	59000.00	2	1	Y	Y	19666.67	7.27
Midlothian	DANDERHALL	FL	43995.00	43995.00	3	1	N	Y	10998.75	0.00
Midlothian	DANDERHALL	F1	39500.00	41000.00	3	1	N	Y	10250.00	3.79
Midlothian	DANDERHALL	VT	63000.00	63000.00	3	1	N	Y	15750.00	0.00
Midlothian	DANDERHALL	VT	62000.00	64000.00	3	1	N	Y	16000.00	3.22
Midlothian	DANDERHALL	VT	49000.00	56210.00	2	1	N	Y	18736.67	14.71
Midlothian	DANDERHALL	VT	49000.00	50000.00	2	1	N	Y	16666.67	2.04
Midlothian	DANDERHALL	VT	58500.00	63000.00	2	1	N	Y	21000.00	7.69
Midlothian	EASTER HOWGATE	CT	250000.00	330000.00	4	2	Y	Y	55000.00	32.00
Midlothian	EASTHOUSES	BS	65000.00	69500.00	3	1	N	Y	17375.00	6.92
Midlothian	EASTHOUSES	FU	36950.00	36950.00	3	1	N	N	9237.50	0.00
Midlothian	EASTHOUSES	VT	49750.00	52000.00	3	1	N	Y	13000.00	4.52
Midlothian	ESKBANK	F1	59500.00	62000.00	2	1	N	Y	20666.67	4.20
Midlothian	ESKBANK	VD	275000.00	285000.00	4	4	N	Y	35625.00	3.63
Midlothian	ESKBANK	VD	148000.00	147000.00	4	2	Y	Y	24500.00	-0.67
Midlothian	ESKBANK	VD	139000.00	165500.00	3	2	Y	Y	33100.00	19.06
Midlothian	ESKBANK	FG	129000.00	171520.00	5	2	Y	Y	24502.86	32.96
Midlothian	ESKBANK	FU	72000.00	88050.00	4	1	N	Y	17610.00	22.29
Midlothian	ESKBANK	VS	119950.00	121121.00	3	2	N	Y	24224.20	0.97
Midlothian	ESKBANK	BS	115000.00	143000.00	3	2	Y	Y	28600.00	24.34
Midlothian	ESKBANK	FL	62000.00	66500.00	1	2	N	Y	22166.67	7.25
Midlothian	ESKBANK	VD	130000.00	126500.00	3	2	Y	Y	25300.00	-2.69
Midlothian	ESKBANK	VS	89500.00	99279.00	3	1	Y	Y	24819.75	10.92
Midlothian	ESKBANK	VD	108000.00	115000.00	4	1	N	Y	23000.00	6.48
Midlothian	ESKBANK	BS	69995.00	82000.00	2	1	Y	Y	27333.33	17.15
Midlothian	ESKBANK	BS	72000.00	80000.00	2	1	Y	Y	26666.67	11.11
